rank_test_score,mean_test_score,std_test_score,mean_train_score,std_train_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__tol,params,split0_test_score,split0_train_score
1,0.5290152541206338,0.0,0.5322320910061447,0.0,33.488187074661255,0.0,0.07367300987243652,0.0,10.0,1e-05,"{'model__C': 10, 'model__tol': 1e-05}",0.5290152541206338,0.5322320910061447
1,0.5290152541206338,0.0,0.5322320910061447,0.0,33.12727475166321,0.0,0.06717491149902344,0.0,10.0,0.0001,"{'model__C': 10, 'model__tol': 0.0001}",0.5290152541206338,0.5322320910061447
3,0.5290004398256414,0.0,0.5320076822700053,0.0,33.00534415245056,0.0,0.07016563415527344,0.0,0.1,1e-05,"{'model__C': 0.1, 'model__tol': 1e-05}",0.5290004398256414,0.5320076822700053
3,0.5290004398256414,0.0,0.5320076822700053,0.0,32.727564334869385,0.0,0.06577873229980469,0.0,0.1,0.0001,"{'model__C': 0.1, 'model__tol': 0.0001}",0.5290004398256414,0.5320076822700053
5,0.5289903956258991,0.0,0.5319386479985363,0.0,33.72040772438049,0.0,0.06328964233398438,0.0,1.0,1e-05,"{'model__C': 1, 'model__tol': 1e-05}",0.5289903956258991,0.5319386479985363
5,0.5289903956258991,0.0,0.5319386479985363,0.0,34.85441875457764,0.0,0.05566883087158203,0.0,1.0,0.0001,"{'model__C': 1, 'model__tol': 0.0001}",0.5289903956258991,0.5319386479985363
7,0.5286122733731562,0.0,0.5314421670308334,0.0,8.965298891067505,0.0,0.11603283882141113,0.0,0.1,0.001,"{'model__C': 0.1, 'model__tol': 0.001}",0.5286122733731562,0.5314421670308334
8,0.5286011565323795,0.0,0.5314027362755105,0.0,9.798757314682007,0.0,0.06109213829040527,0.0,1.0,0.001,"{'model__C': 1, 'model__tol': 0.001}",0.5286011565323795,0.5314027362755105
9,0.5285900399425715,0.0,0.5313821331703146,0.0,3.2081260681152344,0.0,0.0281221866607666,0.0,10.0,0.001,"{'model__C': 10, 'model__tol': 0.001}",0.5285900399425715,0.5313821331703146
